500	209264100
501	147021700
502	310934500
503	210261100
504	183702500
505	265031800
506	203488700
507	264626400
508	185442900
509	145751100
510	195354200
511	121454500
512	193484400
513	191950900
514	270715400
515	134700800
516	190105700
517	268754000
518	288885500
519	187240500
520	226812500
521	285382600
522	167830500
523	189732000
524	275667200
525	264122900
526	274583500
527	173981500
528	313331700
529	286519800
530	277434200
531	323809900
532	139417300
533	256543900
534	347248400
535	191879800
536	362501800
537	365837000
538	206973800
539	222622000
540	250233700
541	232604300
542	385484300
543	306607900
544	251066100
545	239864200
546	234306300
547	181926800
548	226958900
549	214207100
550	326061000
551	246333300
552	420100300
553	316421200
554	217425000
555	166433900
556	164537800
557	233412100
558	261532900
559	212965100
560	203535200
561	213356500
562	336477400
563	163302800
564	178034900
565	202569500
566	408011300
567	177024000
568	389758600
569	206818400
570	375803800
571	233872300
572	194026500
573	252845300
574	206311100
575	310186500
576	207375800
577	257634600
578	264275900
579	239354700
580	306848100
581	272906500
582	189964100
583	430321100
584	319599200
585	359976600
586	305006400
587	241496800
588	303540400
589	344893600
590	222618600
591	276259400
592	332446100
593	314821000
594	174333100
595	267573400
596	333322300
597	279768600
598	252352300
599	419970100
600	306374500
601	355500900
602	208498100
603	229023100
604	220967300
605	236333400
606	196354900
607	374645100
608	203401100
609	361678000
610	247788000
611	183387900
612	357338200
613	421972700
614	399748800
615	249085200
616	545709100
617	217765600
618	198672900
619	227190200
620	199946600
621	456900400
622	305168400
623	448141900
624	391100400
625	266999200
626	378764400
627	259412400
628	366900900
629	242303900
630	378481300
631	353659800
632	426282700
633	429209500
634	402121600
635	182763300
636	191360200
637	214641300
638	301609900
639	224780200
640	397355600
641	354319500
642	254690000
643	423523800
644	336347200
645	511519700
646	547239500
647	625497000
648	490839800
649	320084100
650	384931500
651	305807900
652	429757800
653	311497200
654	299038400
655	311382300
656	538454400
657	378772500
658	243600700
659	314885100
660	390109100
661	393768700
662	609109800
663	594074000
664	275597400
665	326916500
666	404516700
667	577329000
668	328766200
669	379058000
670	285014800
671	421787300
672	327200800
673	628077000
674	432089300
675	498381200
676	270885100
677	312963400
678	679320900
679	441433700
680	535598900
681	383091000
682	639228600
683	703230700
684	623703900
685	601744300
686	726024700
687	325627300
688	461242500
689	564563600
690	341716100
691	296570100
692	245237800
693	679492400
694	389425900
695	576620600
696	318806300
697	437935000
698	494490800
699	445750800
700	544777200
701	431496500
702	362479000
703	574535000
704	239134600
705	526779900
706	410521900
707	376283700
708	723439200
709	373719900
710	492968900
711	575704900
712	401187500
713	432799500
714	362374500
715	601554700
716	337732800
717	408481300
718	363670000
719	776869400
720	350685800
721	262686500
722	431270000
723	396068000
724	773117100
725	552817900
726	459900000
727	526840900
728	828546500
729	387933800
730	697627600
731	341580300
732	445486100
733	565339600
734	477177900
735	529885200
736	369895800
737	772635500
738	372813200
739	335184800
740	845110900
741	299389100
742	619962500
743	881592500
744	494663200
745	453821600
746	302449900
747	621327600
748	641801500
749	356855900
750	556294100
751	417176100
752	723085000
753	608949800
754	502496300
755	792858000
756	606577200
757	936079600
758	569817000
759	681288400
760	658597800
761	636419700
762	594004100
763	788671300
764	547153400
765	719762800
766	787964500
767	821868900
768	554474700
769	572726800
770	535156400
771	524353500
772	649763500
773	524317400
774	1004377300
775	545775500
776	958871500
777	380053800
778	834780100
779	720563300
780	430443300
781	932756600
782	606048500
783	588087600
784	793671700
785	346044000
786	883623000
787	820316400
788	693026200
789	904648900
790	582058600
791	898090100
792	683985200
793	994615700
794	635132600
795	539041000
796	631755300
797	455844400
798	632782500
799	691142600
800	564084000
801	441733800
802	710542900
803	831909900
